id,carat,cut,color,clarity,depth,table,x,y,z,price
21179,0.7,Ideal,F,VVS1,61.0,56.0,5.72,5.75,3.5,8.507
21180,0.51,Ideal,E,VS2,62.8,56.0,5.14,5.11,3.22,7.458
21181,0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,7.373
21182,0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67,6.317
21183,1.38,Premium,G,SI2,59.2,59.0,7.35,7.29,4.33,8.822
21184,1.7,Ideal,I,VS1,63.0,55.0,7.75,7.54,4.76,9.395
21185,1.0,Premium,E,VS2,61.3,58.0,6.41,6.38,3.92,8.877
21186,1.21,Ideal,H,VS2,62.4,59.0,6.81,6.79,4.24,8.887
21187,0.5,Premium,E,VS2,62.7,59.0,5.06,5.02,3.16,7.424
21188,1.04,Fair,F,SI1,66.9,62.0,6.22,6.15,4.14,8.39
21189,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,8.76
21190,1.21,Ideal,J,SI1,62.7,55.2,6.79,6.84,4.27,8.592
21191,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,8.667
21192,1.0,Fair,D,SI1,67.3,57.0,6.15,6.04,4.1,8.536
21193,0.33,Ideal,G,VVS1,62.3,55.0,4.46,4.43,2.77,7.016
21194,0.47,Fair,G,SI1,58.4,60.0,5.16,5.12,3.0,6.99
21195,0.82,Premium,F,VS1,62.1,56.0,6.02,5.97,3.72,8.164
21196,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,7.979
21197,1.0,Ideal,D,SI1,62.7,56.0,6.39,6.43,4.02,8.658
21198,0.73,Ideal,E,VS2,61.9,55.0,5.76,5.8,3.57,8.094
21199,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,8.587
21200,0.91,Very Good,J,VS1,62.1,55.0,6.16,6.24,3.85,8.207
21201,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,6.999
21202,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,6.627
21203,1.18,Ideal,E,VS1,62.4,54.0,6.79,6.74,4.22,9.199
21204,0.59,Premium,J,VS2,62.7,61.0,5.35,5.28,3.33,6.961
21205,1.0,Premium,G,SI2,60.2,58.0,6.55,6.48,3.92,8.184
21206,1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94,8.551
21207,1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62,9.762
21208,0.72,Ideal,F,VS2,61.8,56.0,5.72,5.74,3.54,8.179
21209,0.7,Very Good,E,VS2,61.0,60.0,5.74,5.77,3.51,7.955
21210,0.27,Very Good,E,VVS2,61.9,58.0,4.1,4.14,2.55,6.354
21211,1.04,Premium,E,VS2,61.1,59.0,6.56,6.54,4.0,8.878
21212,0.32,Very Good,E,VS2,61.3,57.0,4.38,4.41,2.69,6.486
21213,1.63,Ideal,H,SI1,61.9,57.0,7.59,7.53,4.68,9.313
21214,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,9.192
21215,1.15,Premium,H,SI2,59.6,59.0,6.82,6.78,4.05,8.226
21216,1.5,Very Good,I,SI2,63.4,58.0,7.15,7.21,4.55,8.883
21217,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27,7.766
21218,0.41,Premium,D,SI1,59.6,59.0,4.85,4.82,2.88,6.923
21219,0.27,Ideal,E,VS1,61.6,57.0,4.16,4.12,2.55,6.402
21220,0.33,Ideal,I,IF,61.8,55.0,4.47,4.46,2.76,6.792
21221,0.52,Ideal,D,VS2,62.7,53.0,5.17,5.14,3.23,7.56
21222,2.09,Ideal,J,VS1,61.2,59.0,8.31,8.22,5.06,9.627
21223,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,7.893
21224,0.32,Ideal,G,VS1,61.2,56.0,4.44,4.42,2.71,6.719
21225,0.57,Very Good,G,SI1,61.9,59.0,5.28,5.31,3.28,7.2
21226,0.41,Very Good,F,SI1,62.5,58.0,4.74,4.77,2.97,6.554
21227,0.51,Ideal,E,VS1,62.7,56.0,5.14,5.1,3.21,7.472
21228,0.71,Good,G,SI1,63.9,56.0,5.62,5.59,3.58,7.703
21229,1.56,Very Good,I,SI1,60.2,61.0,7.5,7.59,4.54,9.044
21230,0.35,Ideal,D,VS2,61.8,56.0,4.51,4.55,2.8,6.72
21231,0.71,Ideal,I,SI1,60.2,60.0,5.77,5.79,3.48,7.749
21232,2.02,Ideal,G,SI2,62.0,55.0,8.16,8.1,5.04,9.814
21233,0.39,Premium,J,VS2,61.3,60.0,4.68,4.65,2.86,6.615
21234,0.4,Very Good,D,VS2,62.8,58.0,4.66,4.71,2.94,6.901
21235,0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,7.145
21236,1.04,Ideal,H,SI2,61.7,55.0,6.49,6.53,4.02,8.424
21237,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,6.507
21238,0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,6.725
21239,2.38,Premium,J,SI2,60.6,59.0,8.66,8.63,5.24,9.279
21240,1.7,Good,I,VS1,58.0,60.0,7.84,7.88,4.56,9.386
21241,0.31,Ideal,E,VS2,61.8,54.0,4.36,4.41,2.71,6.522
21242,0.31,Ideal,F,VS2,62.6,57.0,4.33,4.29,2.7,6.687
21243,2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02,9.646
21244,1.04,Ideal,F,SI2,61.8,56.0,6.49,6.53,4.02,8.422
21245,0.7,Very Good,F,SI2,60.9,58.0,5.7,5.77,3.49,7.57
21246,0.71,Very Good,I,VVS2,61.5,58.0,5.73,5.81,3.55,7.803
21247,1.1,Ideal,G,VS1,61.3,57.0,6.66,6.59,4.06,8.947
21248,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,6.363
21249,1.06,Premium,F,VVS2,61.8,58.0,6.54,6.5,4.03,9.114
21250,0.4,Good,G,SI1,63.1,56.0,4.72,4.75,2.99,6.485
21251,0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,7.255
21252,1.06,Premium,J,SI2,61.3,60.0,6.59,6.52,4.02,8.227
21253,0.3,Ideal,F,VVS1,61.4,56.0,4.33,4.37,2.67,6.948
21254,1.01,Premium,F,SI1,59.1,59.0,6.56,6.5,3.86,8.515
21255,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52,7.847
21256,0.62,Fair,F,VS1,60.0,64.0,5.69,5.48,3.36,7.642
21257,0.32,Very Good,D,SI1,63.3,57.0,4.39,4.36,2.77,6.628
21258,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,7.433
21259,1.06,Very Good,G,SI2,63.4,61.0,6.46,6.37,4.07,8.308
21260,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,6.859
21261,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,7.025
21262,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,7.128
21263,1.51,Ideal,E,VS1,61.5,57.0,7.34,7.4,4.53,9.838
21264,0.49,Premium,D,SI1,61.3,57.0,5.21,5.02,3.14,7.275
21265,0.98,Ideal,G,SI2,62.9,57.0,6.33,6.29,3.97,8.323
21266,1.03,Very Good,F,SI2,62.2,56.0,6.51,6.48,4.04,8.4
21267,0.32,Very Good,F,VVS1,61.6,56.0,4.37,4.41,2.7,6.787
21268,0.41,Ideal,J,VS1,60.2,57.0,4.85,4.81,2.91,6.721
21269,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,8.054
21270,0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,8.128
21271,0.5,Ideal,G,VVS1,62.2,56.0,5.12,5.1,3.18,7.635
21272,0.4,Very Good,I,SI1,63.2,54.0,4.69,4.67,2.96,6.64
21273,1.77,Very Good,G,SI1,63.1,57.0,7.68,7.63,4.83,9.376
21274,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,7.694
21275,0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,7.144
21276,0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,7.896
21277,0.75,Very Good,E,VVS1,62.3,57.0,5.73,5.83,3.6,8.495
21278,0.34,Very Good,F,VVS1,61.0,56.0,4.52,4.53,2.76,6.845
21279,0.41,Ideal,E,VVS1,61.3,57.0,4.79,4.77,2.93,7.266
21280,1.7,Premium,E,SI2,59.8,59.0,7.76,7.66,4.61,9.169
21281,0.31,Premium,H,SI1,62.8,58.0,4.32,4.28,2.7,6.324
21282,0.3,Ideal,E,VS2,61.8,56.0,4.33,4.31,2.67,6.738
21283,0.92,Good,D,SI1,63.1,58.0,6.11,6.16,3.87,8.333
21284,1.5,Good,J,SI2,63.7,58.0,7.19,7.13,4.56,8.538
21285,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,6.916
21286,0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,7.488
21287,0.44,Premium,F,VVS2,61.6,58.0,4.85,4.89,3.0,7.087
21288,0.41,Ideal,E,VS2,62.1,56.0,4.76,4.74,2.95,6.907
21289,0.52,Ideal,F,IF,60.6,57.0,5.22,5.21,3.16,7.862
21290,1.05,Premium,F,VS2,62.6,58.0,6.47,6.5,4.06,8.857
21291,1.12,Premium,G,SI2,60.8,55.0,6.84,6.69,4.11,8.476
21292,1.5,Very Good,E,SI2,60.7,55.0,7.39,7.44,4.5,9.2
21293,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,8.348
21294,1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,9.427
21295,1.2,Ideal,H,VS2,61.2,59.0,6.84,6.89,4.2,8.864
21296,0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,7.215
21297,0.53,Ideal,I,SI1,61.5,54.0,5.22,5.26,3.22,6.945
21298,0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,7.175
21299,0.7,Fair,G,I1,67.3,57.0,5.53,5.38,3.68,6.863
21300,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,7.138
21301,1.27,Ideal,H,SI1,61.5,55.0,6.97,6.95,4.28,8.775
21302,0.4,Ideal,G,SI2,62.6,54.0,4.73,4.76,2.97,6.351
21303,0.41,Ideal,F,SI1,61.8,56.0,4.75,4.79,2.95,6.567
21304,0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,7.004
21305,0.3,Ideal,F,SI1,62.3,56.0,4.27,4.3,2.67,6.133
21306,0.3,Ideal,H,VS1,61.3,56.0,4.31,4.33,2.65,6.265
21307,0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,6.687
21308,0.33,Ideal,D,VS2,61.7,55.0,4.46,4.48,2.76,6.585
21309,0.42,Ideal,G,VVS2,62.2,56.0,4.77,4.81,2.98,6.938
21310,0.6,Ideal,D,VVS1,62.5,55.0,5.42,5.4,3.38,8.345
21311,0.33,Ideal,D,VS2,62.3,57.0,4.45,4.41,2.76,6.91
21312,2.01,Fair,E,SI2,62.1,66.0,7.99,7.92,4.94,9.612
21313,2.14,Ideal,I,SI2,60.7,57.0,8.4,8.34,5.08,9.566
21314,1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,8.216
21315,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,8.764
21316,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74,6.691
21317,0.43,Premium,H,VS1,60.0,59.0,4.98,4.86,2.95,7.015
21318,0.26,Very Good,F,VVS2,59.9,59.0,4.12,4.2,2.49,6.392
21319,0.5,Premium,D,SI1,62.6,56.0,5.05,5.04,3.16,7.411
21320,1.06,Ideal,D,SI2,62.3,55.0,6.5,6.54,4.06,8.548
21321,1.03,Very Good,E,VS1,61.5,58.0,6.43,6.55,3.99,8.92
21322,0.3,Very Good,H,SI1,59.4,63.0,4.4,4.35,2.6,6.292
21323,1.5,Good,F,SI1,60.5,62.0,7.32,7.38,4.45,9.341
21324,0.74,Ideal,F,SI2,61.6,55.0,5.81,5.87,3.6,7.787
21325,0.31,Ideal,F,VVS1,62.0,54.0,4.37,4.41,2.72,6.733
21326,1.14,Ideal,G,VS2,61.5,57.0,6.68,6.72,4.12,8.86
21327,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,8.693
21328,0.28,Ideal,F,VS1,60.2,56.0,4.3,4.31,2.59,6.394
21329,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,6.361
21330,0.63,Ideal,D,IF,62.5,55.0,5.47,5.5,3.43,8.787
21331,1.02,Premium,I,SI1,62.7,55.0,6.48,6.41,4.04,8.363
21332,0.43,Premium,G,VS1,60.9,57.0,4.91,4.88,2.98,6.916
21333,0.25,Very Good,H,VVS1,60.1,62.0,4.08,4.11,2.46,6.109
21334,0.73,Ideal,D,VS1,61.5,58.0,5.76,5.79,3.55,8.342
21335,0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,8.034
21336,0.5,Very Good,G,VS1,61.0,59.0,5.09,5.14,3.12,7.393
21337,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,8.676
21338,2.0,Ideal,I,SI2,61.1,59.0,8.07,8.11,4.94,9.541
21339,1.06,Very Good,D,SI1,59.3,60.0,6.64,6.71,3.96,8.71
21340,0.43,Ideal,H,VVS1,61.6,55.0,4.85,4.89,3.0,6.925
21341,1.2,Good,J,VS2,63.7,58.0,6.68,6.61,4.23,8.422
21342,1.2,Fair,I,I1,66.7,57.0,6.57,6.05,4.37,7.773
21343,1.2,Very Good,F,VVS2,62.9,59.0,6.72,6.76,4.24,9.296
21344,1.09,Very Good,G,VS1,59.7,63.0,6.65,6.74,4.0,8.772
21345,0.73,Very Good,F,SI1,61.3,56.0,5.78,5.84,3.56,8.014
21346,0.33,Premium,G,VVS1,60.9,60.0,4.46,4.5,2.73,6.766
21347,1.09,Very Good,I,SI1,63.2,59.0,6.54,6.5,4.12,8.442
21348,0.4,Premium,H,VVS1,61.8,58.0,4.69,4.72,2.91,6.925
21349,0.34,Very Good,E,VS2,62.7,56.0,4.48,4.51,2.82,6.545
21350,0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,6.043
21351,1.56,Very Good,F,SI1,60.7,59.0,7.45,7.55,4.55,9.375
21352,0.31,Premium,F,IF,60.8,59.0,4.36,4.39,2.66,6.773
21353,0.5,Premium,F,VS2,61.4,59.0,5.12,5.1,3.14,7.459
21354,1.56,Good,J,VS2,57.6,65.0,7.6,7.62,4.38,8.849
21355,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,8.3
21356,0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21,7.419
21357,1.2,Premium,J,SI1,60.6,59.0,6.88,6.84,4.16,8.484
21358,0.31,Ideal,E,SI1,61.5,55.0,4.37,4.41,2.7,6.492
21359,0.42,Ideal,G,VS2,61.9,57.0,4.83,4.79,2.98,6.955
21360,1.16,Ideal,E,SI2,62.7,56.0,6.73,6.69,4.21,8.536
21361,0.32,Ideal,E,IF,61.1,56.0,4.42,4.48,2.72,6.926
21362,0.66,Ideal,G,VVS1,61.5,56.0,5.61,5.58,3.44,7.969
21363,0.32,Ideal,F,VS2,62.2,55.0,4.35,4.37,2.71,6.469
21364,0.72,Premium,D,SI2,59.1,58.0,5.88,5.83,3.46,7.622
21365,0.52,Ideal,D,VVS2,59.9,57.0,5.21,5.28,3.14,7.704
21366,0.42,Ideal,G,VS2,61.8,56.0,4.84,4.81,2.98,6.991
21367,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,8.32
21368,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,7.166
21369,1.11,Premium,H,SI1,61.9,58.0,6.63,6.59,4.09,8.509
21370,0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,7.47
21371,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,8.416
21372,1.02,Good,H,SI2,61.4,60.0,6.44,6.49,3.97,8.416
21373,0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76,6.706
21374,1.53,Ideal,G,VVS1,61.8,55.0,7.43,7.45,4.59,9.68
21375,1.03,Ideal,J,SI1,62.6,57.0,6.45,6.43,4.03,8.274
21376,0.34,Very Good,F,VS2,61.5,58.2,4.49,4.51,2.77,6.593
21377,0.3,Ideal,H,VVS2,62.2,57.0,4.29,4.26,2.66,6.654
21378,1.2,Ideal,H,SI1,61.3,57.0,6.81,6.85,4.19,8.806
21379,0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,7.119
21380,0.83,Good,G,SI2,63.7,56.0,5.92,5.95,3.78,7.869
21381,0.31,Ideal,E,VS2,61.6,56.0,4.38,4.32,2.68,6.771
21382,0.41,Very Good,G,SI1,60.4,58.0,4.77,4.84,2.9,6.6
21383,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,7.701
21384,0.42,Ideal,F,SI1,62.0,57.0,4.83,4.81,2.99,6.9
21385,0.77,Very Good,I,VS2,62.4,63.0,5.84,5.8,3.63,7.679
21386,1.03,Good,G,SI1,63.2,58.0,6.38,6.43,4.05,8.451
21387,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,6.347
21388,0.3,Premium,F,VS2,61.4,60.0,4.3,4.27,2.63,6.654
21389,0.73,Premium,D,SI1,60.8,55.0,5.87,5.81,3.55,7.96
21390,0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,7.849
21391,0.35,Ideal,E,VS2,63.5,54.0,4.48,4.43,2.83,6.582
21392,0.31,Good,G,VS1,63.7,56.0,4.3,4.27,2.73,6.687
21393,1.13,Premium,I,SI1,62.8,57.0,6.68,6.64,4.18,8.465
21394,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,8.154
21395,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15,7.503
21396,1.01,Premium,F,SI2,62.9,59.0,6.32,6.27,3.96,8.437
21397,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,8.918
21398,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,8.932
21399,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,6.931
21400,0.72,Ideal,D,SI1,61.8,56.0,5.75,5.81,3.57,7.967
21401,0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,6.168
21402,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,7.183
21403,0.36,Premium,E,SI1,60.9,60.0,4.56,4.61,2.79,6.447
21404,1.03,Ideal,F,VS1,60.7,56.0,6.6,6.54,3.99,8.913
21405,0.91,Very Good,G,SI2,60.4,61.0,6.21,6.28,3.77,8.142
21406,0.31,Premium,F,VS2,59.7,60.0,4.42,4.39,2.63,6.687
21407,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,7.89
21408,0.33,Ideal,H,SI1,63.0,56.0,4.42,4.41,2.78,6.387
21409,0.52,Ideal,F,VVS2,61.6,57.0,5.16,5.2,3.19,7.682
21410,0.54,Premium,G,VS1,61.1,60.0,5.23,5.28,3.21,7.401
21411,1.74,Premium,G,VS2,61.0,58.0,7.77,7.75,4.73,9.776
21412,0.43,Ideal,G,SI2,61.1,55.0,4.92,4.9,3.0,6.685
21413,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,7.974
21414,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,8.767
21415,0.41,Ideal,F,VS1,62.0,57.0,4.76,4.73,2.94,6.981
21416,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,7.204
21417,1.01,Premium,D,SI2,60.4,60.0,6.52,6.46,3.92,8.454
21418,1.21,Ideal,J,VS2,62.2,57.0,6.78,6.82,4.23,8.493
21419,1.5,Fair,J,VS2,64.5,59.0,7.2,7.07,4.6,8.674
21420,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,8.635
21421,1.02,Good,F,SI2,63.8,53.0,6.37,6.46,4.09,8.334
21422,0.79,Very Good,E,VS2,62.7,56.0,5.85,5.88,3.68,8.172
21423,0.9,Very Good,D,SI1,61.8,61.0,6.16,6.2,3.82,8.311
21424,0.72,Ideal,F,SI2,62.0,57.0,5.68,5.64,3.51,7.463
21425,0.36,Ideal,D,VS1,60.8,57.0,4.59,4.62,2.8,6.998
21426,1.22,Premium,I,SI1,62.7,58.0,6.83,6.8,4.27,8.631
21427,1.64,Very Good,J,SI2,63.0,58.0,7.42,7.51,4.71,8.933
21428,1.0,Very Good,D,SI2,64.7,57.0,6.29,6.36,4.09,8.421
21429,0.39,Very Good,G,VS1,60.3,59.0,4.71,4.77,2.86,6.672
21430,1.01,Premium,D,SI1,62.2,53.0,6.47,6.43,4.01,8.64
21431,0.31,Ideal,D,VS2,61.9,56.0,4.38,4.34,2.7,6.848
21432,0.44,Ideal,D,VS1,61.3,56.0,4.92,4.87,3.0,7.165
21433,1.21,Ideal,G,VS1,61.1,58.0,6.9,6.87,4.21,9.071
21434,0.46,Very Good,H,VVS1,62.0,56.0,4.96,4.98,3.07,7.36
21435,0.7,Good,F,VVS2,62.5,58.0,5.68,5.75,3.57,8.145
21436,0.9,Very Good,G,VS2,61.0,60.0,6.21,6.24,3.8,8.345
21437,0.5,Premium,F,I1,60.5,60.0,5.15,5.07,3.1,6.646
21438,0.74,Very Good,G,SI2,62.8,59.0,5.71,5.76,3.6,7.724
21439,1.51,Ideal,F,SI1,62.8,57.0,7.28,7.33,4.59,9.437
21440,1.75,Ideal,J,VS2,62.1,56.0,7.74,7.69,4.79,9.199
21441,0.72,Good,F,SI1,63.4,58.0,5.66,5.69,3.6,7.881
21442,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,9.774
21443,1.04,Very Good,G,SI2,62.7,57.0,6.4,6.46,4.03,8.325
21444,0.73,Ideal,I,SI1,62.0,56.0,5.75,5.8,3.58,7.66
21445,0.71,Premium,G,VS2,60.3,60.0,5.81,5.76,3.49,7.899
21446,1.71,Very Good,G,VS1,61.3,54.0,7.69,7.74,4.73,9.753
21447,1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,8.596
21448,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73,6.737
21449,0.73,Ideal,D,VS2,62.7,53.0,5.76,5.79,3.62,8.135
21450,0.6,Ideal,E,VVS1,62.0,53.7,5.4,5.44,3.36,8.033
21451,1.51,Good,G,SI2,63.7,57.0,7.28,7.21,4.62,8.948
21452,1.06,Ideal,F,SI1,62.1,57.0,6.51,6.53,4.05,8.64
21453,1.53,Ideal,I,SI2,62.4,54.0,7.34,7.41,4.6,8.969
21454,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,8.747
21455,2.06,Ideal,J,SI2,61.9,55.0,8.23,8.19,5.08,9.336
21456,0.3,Premium,H,SI2,61.9,60.0,4.29,4.27,2.65,6.184
21457,0.48,Premium,H,VS1,60.7,61.0,5.04,5.01,3.05,7.147
21458,1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99,8.501
21459,0.94,Very Good,E,SI1,62.4,56.0,6.24,6.27,3.9,8.447
21460,0.41,Ideal,D,SI2,62.7,55.0,4.72,4.75,2.97,6.526
21461,0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88,6.94
21462,0.42,Premium,D,VVS2,59.6,59.0,4.96,4.9,2.94,7.098
21463,0.41,Ideal,H,SI1,61.7,56.0,4.76,4.8,2.95,6.962
21464,1.15,Ideal,G,VS1,61.9,56.0,6.71,6.73,4.16,8.987
21465,0.39,Ideal,F,VS1,61.7,56.1,4.65,4.7,2.89,6.845
21466,0.71,Fair,H,SI1,65.1,56.0,5.63,5.55,3.64,7.655
21467,0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,7.56
21468,0.52,Ideal,E,SI1,61.0,57.0,5.22,5.2,3.18,7.428
21469,0.74,Premium,G,SI2,63.0,56.0,5.77,5.75,3.63,7.782
21470,0.53,Premium,E,SI2,62.2,57.0,5.2,5.16,3.22,6.892
21471,0.43,Premium,H,SI1,59.0,58.0,4.93,4.96,2.92,6.574
21472,1.75,Ideal,I,VS2,61.0,56.0,7.75,7.82,4.75,9.403
21473,1.22,Premium,G,I1,59.2,60.0,6.97,6.9,4.1,7.901
21474,1.03,Very Good,H,VS2,62.0,58.0,6.45,6.51,4.02,8.569
21475,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,9.506
21476,1.31,Ideal,E,VS1,61.7,55.0,7.11,7.05,4.37,9.279
21477,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,8.092
21478,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,8.017
21479,0.7,Very Good,I,VS1,62.4,58.0,5.62,5.67,3.52,7.586
21480,1.07,Premium,G,VS2,60.1,60.0,6.76,6.6,3.99,8.703
21481,1.28,Ideal,G,SI2,61.8,56.0,6.95,6.99,4.31,8.83
21482,0.52,Ideal,E,SI1,62.1,57.0,5.1,5.14,3.18,7.236
21483,0.41,Premium,F,SI1,59.8,59.0,4.82,4.85,2.89,6.627
21484,0.32,Good,G,VS1,60.8,62.0,4.4,4.45,2.69,6.306
21485,0.31,Ideal,H,VS1,61.1,57.0,4.39,4.35,2.67,6.548
21486,0.6,Very Good,H,VVS1,61.5,56.0,5.43,5.46,3.35,7.669
21487,0.3,Ideal,F,VS1,61.0,56.0,4.35,4.37,2.66,6.346
21488,0.41,Premium,G,VS1,60.2,59.0,4.79,4.84,2.9,6.801
21489,0.4,Very Good,D,VS2,62.8,57.0,4.68,4.72,2.95,6.89
21490,1.18,Ideal,I,VS1,62.2,55.0,6.8,6.77,4.22,8.744
21491,0.33,Premium,G,VS1,61.8,59.0,4.39,4.45,2.73,6.501
21492,0.71,Ideal,I,VS2,63.1,57.0,5.66,5.71,3.59,7.725
21493,0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,7.946
21494,0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,7.604
21495,1.33,Fair,E,SI2,65.0,57.0,6.93,6.89,4.49,8.5
21496,1.02,Very Good,G,VS1,62.6,58.0,6.36,6.46,4.01,8.748
21497,1.68,Good,E,I1,64.3,60.0,7.44,7.48,4.8,8.66
21498,0.81,Very Good,F,SI1,62.2,56.0,5.97,5.99,3.72,8.104
21499,1.01,Very Good,F,SI2,62.1,58.0,6.35,6.41,3.96,8.374
21500,0.47,Premium,D,SI1,60.6,61.0,5.04,5.0,3.04,6.895
21501,0.41,Good,H,VS2,64.1,57.0,4.72,4.64,3.0,6.592
21502,0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,6.267
21503,1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,8.473
21504,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,7.771
21505,0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,6.627
21506,1.22,Premium,F,SI1,62.5,59.0,6.78,6.83,4.25,8.844
21507,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65,9.178
21508,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,9.677
21509,0.56,Premium,E,VS1,62.6,58.0,5.23,5.28,3.29,7.565
21510,1.4,Very Good,I,SI2,62.4,59.0,7.12,7.17,4.46,8.806
21511,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,8.262
21512,0.31,Ideal,F,VVS2,61.5,56.0,4.35,4.37,2.68,6.821
21513,0.42,Ideal,J,VS1,61.4,55.0,4.83,4.85,2.97,6.498
